Code X_L2E Y_L2E
R2134210  422913.00 2099249.00
R2240010  426013.00 2080749.00
R2335010  438613.00 2074449.00
R2335050  431013.00 2077049.00
R2335060  438013.00 2075449.00
R2335070  438213.00 2075149.00
R2335080  437013.00 2075749.00
R3020010  425013.00 2074049.00
R3090001  404213.00 2078549.00
R3090010  397413.00 2079249.00
R3090020  404213.00 2078549.00
R3104010  398013.00 2091849.00
R3114010  399313.00 2086849.00
R3214010  393413.00 2099749.00
R3214020  397213.00 2103249.00
R3244010  390213.00 2081249.00
R3245910  388513.00 2084849.00
R4122510  393513.00 2067249.00
R4122520  390113.00 2069849.00
R4122521  390113.00 2069849.00
R4122522  390113.00 2069849.00
R4122523  390213.00 2069849.00
R5023310  381413.00 2053849.00
R5123310  375413.00 2068649.00
R5123320  376213.00 2073149.00
R5200010  375113.00 2083349.00
R5250020  365013.00 2102449.00
R6092910  389013.00 2125149.00
R6092920  387913.00 2123549.00
R6142910  370813.00 2110249.00
R6142920  376913.00 2109849.00
R6142921  376913.00 2109849.00
R6142922  376913.00 2109849.00
R6142923  376913.00 2109849.00
R6164610  370113.00 2119449.00
R6182910  354613.00 2106649.00
R7124010  350213.00 2097049.00
R7150099  344313.00 2112049.00
S0114010  359313.00 2071749.00
S0114011  359313.00 2071749.00
S0114510  351513.00 2076749.00
S0364010  371713.00 2031749.00
S0364020  371713.00 2031749.00
S0364310  371713.00 2031749.00
S1205110  332213.00 2027849.00
S1215010  328713.00 2020249.00
S1315010  324113.00 1988249.00
S2134010  358913.00 1935049.00
S2224610  353813.00 1939249.00
S2235010  348413.00 1940549.00
S2235610  352413.00 1945349.00
S2242510  345013.00 1954849.00
S2245510  343813.00 1942349.00
S2275110  336213.00 1967549.00
S3124310  329213.00 1932549.00
S3145010  320013.00 1939949.00
S3214010  321213.00 1920949.00
S3225010  317213.00 1921949.00
S4114010  317013.00 1882349.00
S4214010  313113.00 1870849.00
S4235410  303113.00 1867249.00
S5144010  284413.00 1821049.00
TEST0001  672113.00 2488449.00
U0005810  874513.00 2353749.00
U0020010  871613.00 2343849.00
U0025410  870813.00 2347649.00
U0104010  895413.00 2349949.00
U0124010  888013.00 2337349.00
U0230010  868913.00 2323749.00
U0234010  864713.00 2323149.00
U0415010  911713.00 2322449.00
U0415020  906713.00 2322849.00
U0415030  898013.00 2318849.00
U0424010  893813.00 2320749.00
U0444310  894213.00 2328049.00
U0445010  907013.00 2336649.00
U0455010  909413.00 2332949.00
U0460510  890713.00 2326749.00
U0474010  880313.00 2312149.00
U0504010  890813.00 2302749.00
U0525010  889213.00 2298149.00
U0525610  889613.00 2297649.00
U0534010  880113.00 2298549.00
U0534020  877613.00 2299549.00
U0610010  862413.00 2292149.00
U0620530  876513.00 2283649.00
U0625010  863813.00 2289749.00
U0625020  876913.00 2283249.00
U0635010  860013.00 2295349.00
U0704010  834713.00 2303749.00
U0715010  834313.00 2303649.00
U0724010  849013.00 2290849.00
U0815010  853413.00 2277249.00
U0820010  845313.00 2277249.00
U0825110  840513.00 2283749.00
U0924010  830913.00 2291049.00
U0924020  828613.00 2273549.00
U1004010  924313.00 2320449.00
U1014010  911213.00 2303249.00
U1014020  916713.00 2313049.00
U1025010  929413.00 2312749.00
U1025020  929013.00 2309849.00
U1025030  911313.00 2299849.00
U1035410  912413.00 2293649.00
U1044010  902513.00 2286449.00
U1054010  890013.00 2275549.00
U1074010  863813.00 2261149.00
U1074020  866813.00 2263449.00
U1084010  842613.00 2259749.00
U1109010  814613.00 2291049.00
U1115020  821713.00 2277149.00
U1115030  821013.00 2278649.00
U1115210  822613.00 2275849.00
U1120010  830313.00 2247749.00
U1204010  809813.00 2287549.00
U1215020  804613.00 2282949.00
U1215030  802913.00 2282949.00
U1215040  782813.00 2280049.00
U1224010  815413.00 2267649.00
U1224020  817913.00 2257449.00
U1235010  808913.00 2270249.00
U1235020  818313.00 2252749.00
U1244010  827213.00 2243349.00
U1244020  826913.00 2244249.00
U1244030  827213.00 2243349.00
U1244040  824513.00 2246349.00
U1304010  777413.00 2234449.00
U1305610  778613.00 2244149.00
U1314010  780913.00 2248349.00
U1314020  787313.00 2258149.00
U1314030  782413.00 2244249.00
U1324010  799813.00 2262549.00
U1324020  804113.00 2260049.00
U1324030  807613.00 2257749.00
U1329010  795013.00 2272049.00
U1329020  803513.00 2266949.00
U1329030  792913.00 2270649.00
U1334010  823113.00 2243449.00
U1334020  810413.00 2255549.00
U1415010  799113.00 2245249.00
U1415020  803113.00 2242249.00
U1415030  809413.00 2239749.00
U1415040  815613.00 2241049.00
U1415410  807013.00 2250449.00
U1415510  804813.00 2251949.00
U1415810  808813.00 2247449.00
U1416010  810813.00 2245849.00
U1416410  818413.00 2240749.00
U1420001  813613.00 2233549.00
U1420010  813713.00 2233549.00
U1420011  813013.00 2232749.00
U2002010  894613.00 2196249.00
U2012010  901013.00 2204549.00
U2012020  904713.00 2213049.00
U2015010  905813.00 2204949.00
U2015020  904113.00 2203149.00
U2015030  904113.00 2203149.00
U2015210  898613.00 2202849.00
U2016010  898813.00 2203449.00
U2022010  906113.00 2219649.00
U2022015  906113.00 2219649.00
U2022020  905313.00 2222049.00
U2035010  904013.00 2223349.00
U2035020  903713.00 2223049.00
U2035030  896013.00 2214849.00
U2035035  895813.00 2214749.00
U2035040  894113.00 2208249.00
U2035050  898813.00 2208549.00
U2040510  910013.00 2199749.00
U2040520  908813.00 2201549.00
U2100500  921813.00 2233749.00
U2102010  914713.00 2230649.00
U2102020  908013.00 2224249.00
U2112010  941613.00 2249249.00
U2122010  948913.00 2262649.00
U2142010  954113.00 2271049.00
U2202010  941613.00 2268249.00
U2215010  929513.00 2255549.00
U2215020  936913.00 2265749.00
U2222010  935413.00 2280649.00
U2225410  943313.00 2278249.00
U2225420  940913.00 2283349.00
U2225810  944913.00 2277149.00
U2305210  945813.00 2314449.00
U2315010  943713.00 2312949.00
U2315210  947113.00 2301549.00
U2315220  946913.00 2301549.00
U2315230  943813.00 2306649.00
U2324210  946413.00 2295349.00
U2330600  946713.00 2287849.00
U2334010  942013.00 2290249.00
U2334020  950813.00 2291149.00
U2334030  946713.00 2292849.00
U2345020  936713.00 2314249.00
U2345030  939613.00 2303249.00
U2345040  939213.00 2289949.00
U2345410  936013.00 2310349.00
U2345420  936013.00 2310449.00
U2345810  939113.00 2316649.00
U2345820  939513.00 2310549.00
U2345830  938113.00 2312849.00
U2346410  939813.00 2296649.00
U2354010  934113.00 2287349.00
U2354020  936613.00 2287949.00
U2356610  932513.00 2287249.00
U2402010  933213.00 2284849.00
U2402020  927713.00 2281949.00
U2405210  927513.00 2282249.00
U2412010  914513.00 2272949.00
U2412020  911313.00 2271949.00
U2415010  912913.00 2279149.00
U2415420  918913.00 2280849.00
U2419110  918113.00 2264949.00
U2425030  901513.00 2264249.00
U2425040  903513.00 2257749.00
U2425050  907113.00 2256249.00
U2425060  901813.00 2258449.00
U2425220  910013.00 2266649.00
U2425230  905713.00 2265749.00
U2425240  910013.00 2266349.00
U2425250  909313.00 2266249.00
U2425260  904913.00 2267649.00
U2502010  902413.00 2267749.00
U2509010  895613.00 2261549.00
U2512010  879613.00 2255449.00
U2515410  884513.00 2258749.00
U2515420  885913.00 2259049.00
U2515530  886113.00 2259049.00
U2522020  874613.00 2250749.00
U2540520  849213.00 2244849.00
U2542010  844713.00 2240849.00
U2565010  838713.00 2231649.00
U2565020  843513.00 2231249.00
U2604030  895413.00 2235849.00
U2604050  901013.00 2231349.00
U2604055  901013.00 2231349.00
U2615820  879613.00 2224949.00
U2615830  875113.00 2232049.00
U2616410  880313.00 2224549.00
U2619110  886413.00 2216249.00
U2624010  874513.00 2244049.00
U2634010  864213.00 2232949.00
U2635010  869513.00 2221949.00
U2639010  876813.00 2220349.00
U2654010  840013.00 2228649.00
U2654020  840113.00 2228749.00
U2655010  847413.00 2226449.00
U2655020  864413.00 2214649.00
U2655030  864113.00 2215949.00
U2715010  841113.00 2222949.00
U2722010  829513.00 2218049.00
U2745010  817013.00 2213549.00
U3004010  770513.00 2202649.00
U3034010  804813.00 2220349.00
U3035010  793113.00 2242749.00
U3035810  793013.00 2232949.00
U3036010  785013.00 2238149.00
U3120010  793813.00 2201749.00
U3127010  789813.00 2207549.00
U3205210  771213.00 2144149.00
U3214010  777813.00 2158649.00
U3225010  770813.00 2175549.00
U3310010  798013.00 2176149.00
U3404010  850513.00 2200149.00
U3404020  844013.00 2200649.00
U3404030  850113.00 2200649.00
U3415020  846713.00 2207949.00
U3415030  825813.00 2198549.00
U3424010  823513.00 2190149.00
U3434310  832513.00 2153649.00
U3434320  831913.00 2153849.00
U3434340  825913.00 2164049.00
U3434360  824813.00 2175149.00
U3436210  832913.00 2166249.00
U3445010  827413.00 2147649.00
U3445020  826213.00 2150749.00
U3445030  823013.00 2170849.00
U3446410  825913.00 2176949.00
U3455010  846013.00 2190849.00
U3455020  842813.00 2191249.00
U3455030  836313.00 2185549.00
U3455050  827613.00 2181749.00
U3464010  820613.00 2185149.00
U3485310  788713.00 2167049.00
U4014010  828013.00 2134449.00
U4014020  822613.00 2140449.00
U4204010  821113.00 2128149.00
U4216010  816413.00 2136349.00
U4234010  803913.00 2139549.00
U4234020  801813.00 2140649.00
U4235010  805613.00 2132749.00
U4300010  792213.00 2147149.00
U4300011  793613.00 2152249.00
U4305410  787013.00 2147449.00
U4405010  808513.00 2114449.00
U4405020  802513.00 2127549.00
U4505010  773713.00 2130949.00
U4506010  779613.00 2131149.00
U4515410  785913.00 2121949.00
U4515420  780713.00 2120349.00
U4525210  785913.00 2112449.00
U4614010  767513.00 2113049.00
U4624010  779113.00 2099749.00
U4625010  768513.00 2103349.00
U4635010  775913.00 2092549.00
U4636610  776013.00 2095549.00
U4644010  782513.00 2098049.00
U4645510  782213.00 2101749.00
U4710010  794013.00 2097149.00
U4710020  794013.00 2097349.00
V0002010  950713.00 2111849.00
V0002020  949013.00 2110749.00
V0002039  950813.00 2111849.00
V0002099  949913.00 2111449.00
V0032010  933713.00 2113549.00
V0144010  925713.00 2132449.00
V0155010  919713.00 2134749.00
V0205010  918613.00 2126649.00
V0205420  916413.00 2112149.00
V0222010  903813.00 2135349.00
V0235010  903813.00 2137449.00
V0235020  907313.00 2137549.00
V0245610  888113.00 2133449.00
V0314010  933913.00 2155349.00
V0314020  933313.00 2156549.00
V0316610  931213.00 2159449.00
V0325010  930113.00 2149549.00
V0334010  927113.00 2156149.00
V0334011  927113.00 2156149.00
V0345210  913913.00 2156849.00
V0355010  911213.00 2155949.00
V0415010  883513.00 2144349.00
V0415040  884513.00 2150349.00
V0415410  887713.00 2147549.00
V1000010  880213.00 2133649.00
V1015010  876213.00 2148849.00
V1015020  874013.00 2144349.00
V1015030  872113.00 2141649.00
V1015040  869513.00 2130449.00
V1015050  868913.00 2131749.00
V1015810  867513.00 2133649.00
V1015820  862613.00 2137049.00
V1020010  868713.00 2121249.00
V1020020  868913.00 2119449.00
V1114010  880913.00 2118349.00
V1114020  880413.00 2118149.00
V1214010  900213.00 2107949.00
V1225010  896813.00 2113449.00
V1225020  904613.00 2117049.00
V1235210  902213.00 2094449.00
V1235410  900713.00 2093249.00
V1235420  901013.00 2094649.00
V1235610  902813.00 2094949.00
V1237410  897213.00 2099949.00
V1257810  887013.00 2098249.00
V1258410  880013.00 2102349.00
V1264010  878013.00 2106449.00
V1305030  876913.00 2076249.00
V1305210  878213.00 2080049.00
V1315020  875713.00 2075949.00
V1315040  884013.00 2071149.00
V1315050  883013.00 2070149.00
V1316440  878713.00 2070549.00
V1318210  881313.00 2068849.00
V1325020  877513.00 2084649.00
V1414010  858913.00 2103449.00
V1425010  860013.00 2102849.00
V1440010  863613.00 2084349.00
V1440020  861913.00 2084449.00
V1446210  867013.00 2080449.00
V1454310  856813.00 2096549.00
V1454320  856813.00 2096549.00
V1464310  859213.00 2085049.00
V1504010  866213.00 2048549.00
V1506010  862713.00 2047849.00
V1515000  877513.00 2051349.00
V1515010  869613.00 2054949.00
V1525410  858313.00 2055749.00
V1525420  858513.00 2056049.00
V1534010  859613.00 2068249.00
V1535210  869913.00 2070049.00
V1630010  837913.00 2100049.00
V1630020  833213.00 2102249.00
V1714010  837213.00 2067449.00
V1725010  837213.00 2066149.00
V1725020  839013.00 2065049.00
V1734010  830713.00 2069749.00
V1735010  831613.00 2066449.00
V1755010  826313.00 2074349.00
V1774010  819713.00 2083349.00
V2002010  881313.00 2201249.00
V2012010  876513.00 2197949.00
V2024010  882513.00 2188849.00
V2030410  875413.00 2195549.00
V2035010  877813.00 2184949.00
V2039110  872313.00 2186649.00
V2114010  869713.00 2201149.00
V2202010  862313.00 2193049.00
V2202020  860513.00 2189449.00
V2205910  866013.00 2190949.00
V2206010  863113.00 2188849.00
V2222222  839913.00 2132349.00
V2305610  861913.00 2178949.00
V2305620  861613.00 2179549.00
V2305630  861513.00 2181149.00
V2322010  855913.00 2160649.00
V2409010  888613.00 2174549.00
V2409410  887813.00 2182549.00
V2414010  871413.00 2163449.00
V2414020  878313.00 2174149.00
V2414030  882113.00 2176749.00
V2420560  872013.00 2159249.00
V2429010  871613.00 2150949.00
V2444010  866613.00 2157649.00
V2444020  859213.00 2156949.00
V2444030  854713.00 2154649.00
V2505020  847513.00 2131249.00
V2515010  847513.00 2130449.00
V2515210  848313.00 2135249.00
V2619110  850013.00 2176449.00
V2619120  848213.00 2173949.00
V2624010  845113.00 2146349.00
V2712010  832113.00 2120749.00
V2804010  839713.00 2164649.00
V2805310  838813.00 2167049.00
V2814010  837613.00 2140749.00
V2814020  836013.00 2128149.00
V2814030  831413.00 2122649.00
V2814040  839513.00 2149349.00
V2814050  839113.00 2150149.00
V2924010  840513.00 2110049.00
V2924020  847813.00 2111049.00
V2934010  832213.00 2110449.00
V2942010  824813.00 2104849.00
V2945210  821713.00 2108449.00
V3000010  795413.00 2090249.00
V3000015  794113.00 2086149.00
V3005610  811313.00 2098449.00
V3009110  821113.00 2102849.00
V3015010  785613.00 2084549.00
V3015020  789513.00 2084549.00
V3025110  794013.00 2073349.00
V3035010  786913.00 2079449.00
V3036610  779613.00 2070449.00
V3104010  771313.00 2056049.00
V3114010  780513.00 2062649.00
V3115010  775413.00 2050349.00
V3124010  787513.00 2067249.00
V3130010  790513.00 2067949.00
V3130020  792213.00 2070849.00
V3135810  803613.00 2067849.00
V3204010  819313.00 2054749.00
V3215010  805213.00 2060549.00
V3224010  800513.00 2062049.00
V3224020  802113.00 2060649.00
V3225410  800413.00 2062149.00
V3225420  800513.00 2062449.00
V3315010  786613.00 2048649.00
V3324010  810513.00 2046149.00
V3335010  799513.00 2045949.00
V3404310  833213.00 2043049.00
V3405010  835513.00 2039949.00
V3424310  818213.00 2041049.00
V3434010  794313.00 2036249.00
V3515010  778713.00 2034949.00
V3515610  773513.00 2034749.00
V3517010  780413.00 2037049.00
V3524010  792413.00 2025749.00
V3614010  797413.00 2023049.00
V3724010  788713.00 2009349.00
V4010010  801113.00 1995749.00
V4015010  820113.00 1998749.00
V4015020  803913.00 1997749.00
V4015030  821713.00 1998349.00
V4015110  817313.00 1996349.00
V4025010  793313.00 1990049.00
V4034010  814713.00 1993549.00
V4034020  804813.00 1988749.00
V4124010  765413.00 1992549.00
V4144010  774113.00 1988449.00
V4145210  772613.00 1983349.00
V4174010  784713.00 1983249.00
V4214010  846713.00 1962449.00
V4225010  850113.00 1970849.00
V4226010  852913.00 1973649.00
V4226020  851313.00 1976149.00
V4264010  827713.00 1969649.00
V4264011  826713.00 1970149.00
V4264021  794013.00 1977249.00
V4275010  822413.00 1978849.00
V4275020  825813.00 1985249.00
V4275910  822013.00 1977849.00
V4287010  810913.00 1966249.00
V4414010  812713.00 1961849.00
V4414021  791413.00 1953149.00
V4415810  818913.00 1965349.00
V4455010  809213.00 1951249.00
V4455020  792313.00 1952849.00
V4530010  788113.00 1945049.00
V4530011  788013.00 1945249.00
V4575810  783813.00 1932649.00
V5004010  755013.00 1964749.00
V5004020  754613.00 1964949.00
V5004030  753513.00 1965249.00
V5006210  754813.00 1965249.00
V5014010  764813.00 1951249.00
V5014030  763413.00 1960549.00
V5015210  761113.00 1964149.00
V5026410  758613.00 1945249.00
V5035010  757113.00 1940549.00
V5035020  752513.00 1944049.00
V5045020  742013.00 1937049.00
V5045030  739713.00 1937749.00
V5045810  728213.00 1954049.00
V5046610  723613.00 1941149.00
V5048810  757213.00 1937949.00
V5064010  776713.00 1926249.00
V5214010  803113.00 1932749.00
V5234010  793113.00 1923049.00
V5304010  840113.00 1938949.00
V5304020  853313.00 1933849.00
V5306810  851413.00 1935849.00
V5315010  858113.00 1944449.00
V5316410  849613.00 1946849.00
V5324010  835913.00 1941349.00
V5326010  833113.00 1934049.00
V5404020  736613.00 1925849.00
V5404030  736713.00 1925649.00
V5404040  734113.00 1927749.00
V5406010  736313.00 1925549.00
V5406020  734313.00 1926049.00
V5415010  734613.00 1923749.00
V5424010  740313.00 1923149.00
V5425210  741813.00 1926949.00
V5445010  746913.00 1914749.00
V5454010  757013.00 1917949.00
V5464010  768813.00 1918649.00
V5464015  767513.00 1920349.00
V5474010  775213.00 1912249.00
V5474015  782813.00 1910349.00
V5474020  788013.00 1907849.00
V6035010  830113.00 1916849.00
V6042010  823813.00 1918249.00
V6052010  818413.00 1919249.00
V6105610  819813.00 1903049.00
V6115010  824413.00 1903549.00
V6125010  828513.00 1899349.00
V6144010  819713.00 1893849.00
V6155010  824813.00 1883449.00
V6155020  824213.00 1884049.00
V6155410  815213.00 1902149.00
V6155420  807513.00 1896249.00
V6155610  815513.00 1903249.00
V6155620  812913.00 1902949.00
V7104010  718913.00 1910649.00
V7104020  720813.00 1908349.00
V7105210  719613.00 1912849.00
V7115010  710613.00 1910949.00
V7115020  712413.00 1909849.00
V7124010  730813.00 1898949.00
V7124015  726113.00 1903849.00
V7124020  725913.00 1903949.00
V7135010  730313.00 1898349.00
V7135017  723813.00 1901549.00
V7135020  717813.00 1901149.00
V7135030  714913.00 1902349.00
V7136410  725413.00 1894949.00
V7136610  719213.00 1892749.00
V7144010  732213.00 1896749.00
V7145010  732313.00 1899649.00
V7155010  739613.00 1903649.00
V7155020  721613.00 1919449.00
V7155030  731913.00 1916049.00
V7155040  741313.00 1900949.00
V7156210  731513.00 1907749.00
V7164010  745913.00 1892249.00
V7177010  760213.00 1890949.00
V7184010  768213.00 1884149.00
V7185010  767613.00 1891349.00
V7200010  786413.00 1867849.00
V7215510  805813.00 1872549.00
V7215530  805613.00 1879249.00
V7215540  804813.00 1879649.00
V7215550  803613.00 1880549.00
V7216510  789813.00 1865649.00
V9999998  785913.00 2084749.00
V9999999  785513.00 2084549.00
W0000010  963713.00 2060449.00
W0110010  927913.00 2062449.00
W0224010  932213.00 2058849.00
W0244010  927313.00 2062449.00
W0300010  926213.00 2063849.00
W0414010  921913.00 2093249.00
W0425010  915213.00 2092449.00
W1006010  970913.00 2044749.00
W1014010  956313.00 2041849.00
W1024010  947713.00 2034649.00
W1034010  928113.00 2032049.00
W1055020  909113.00 2030049.00
W1064010  915013.00 2041049.00
W1074010  909313.00 2058849.00
W1074020  908313.00 2050949.00
W1100010  901513.00 2069849.00
W1105010  896513.00 2059649.00
W1105020  902313.00 2068649.00
W1105030  895713.00 2058649.00
W1110010  890713.00 2061949.00
W1144020  888013.00 2055249.00
W1300010  886913.00 2055049.00
W1310010  885413.00 2047349.00
W1410010  866213.00 2027149.00
W2002010  917213.00 1973049.00
W2002021  912513.00 1972649.00
W2015010  910513.00 1977049.00
W2015020  911213.00 1973749.00
W2022010  910813.00 1971949.00
W2022021  908413.00 1970549.00
W2025810  907313.00 1965449.00
W2035010  905913.00 1977549.00
W2107010  905313.00 1986649.00
W2114010  901513.00 1987749.00
W2215010  885513.00 1972349.00
W2215020  881013.00 1978649.00
W2215030  885513.00 1972349.00
W2215040  881913.00 1976849.00
W2216410  881013.00 1972349.00
W2216420  882213.00 1976449.00
W2217410  880813.00 1980049.00
W2222010  882713.00 1986049.00
W2314010  885113.00 1995349.00
W2335210  878613.00 2000549.00
W2405010  872113.00 1996349.00
W2405020  872513.00 2002349.00
W2534010  863613.00 1986149.00
W2714010  903113.00 2011649.00
W2746010  891313.00 2012949.00
W2755010  890013.00 2020249.00
W2764010  886413.00 2019649.00
W2767210  871013.00 2014649.00
W2804010  855413.00 1998249.00
W2804020  855413.00 1997049.00
W2832010  864413.00 2018549.00
W2832020  863813.00 2027949.00
W3005010  858113.00 2025249.00
W3005210  857913.00 2021749.00
W3005410  860513.00 2028649.00
W3015010  863913.00 2032949.00
W3020010  857713.00 2035549.00
W3125010  848713.00 2054949.00
W3125020  847113.00 2039449.00
W3125030  848913.00 2053049.00
W3125040  848913.00 2052649.00
W3125210  851613.00 2057349.00
W3200010  845913.00 2027949.00
W3304010  853513.00 2015749.00
W3305410  853113.00 2013849.00
W3315010  851413.00 2017549.00
W3335210  845113.00 2005249.00
W3344010  831913.00 2011049.00
W3344011  831913.00 2011049.00
W3345010  831213.00 1995749.00
W3355010  836813.00 2011049.00
W3534020  805913.00 2009349.00
W3540010  803113.00 2005049.00
W3540011  803313.00 2005049.00
X0005010  936313.00 2011049.00
X0010010  942813.00 2000949.00
X0010020  942513.00 2000149.00
X0015010  926913.00 2007049.00
X0015020  935413.00 2001549.00
X0015110  925413.00 2010349.00
X0015120  925313.00 2010249.00
X0015610  925413.00 2006149.00
X0100010  938813.00 1996549.00
X0105010  945313.00 1994749.00
X0130010  934213.00 1984049.00
X0145020  939513.00 1979949.00
X0225610  945113.00 1987749.00
X0305010  935613.00 1969149.00
X0310010  929913.00 1958849.00
X0315410  939613.00 1959049.00
X0325010  936613.00 1954749.00
X0415410  947813.00 1956949.00
X0425010  946813.00 1951949.00
X0426210  954913.00 1939149.00
X0426220  952413.00 1943249.00
X0434010  944013.00 1940849.00
X0454010  923613.00 1947149.00
X0456310  925313.00 1946049.00
X0500010  913913.00 1949449.00
X0505410  920713.00 1962149.00
X0505510  922713.00 1962049.00
X0605010  897813.00 1949449.00
X0714010  897113.00 1930849.00
X0716210  893113.00 1932249.00
X1025010  869813.00 1944349.00
X1025020  877313.00 1953549.00
X1025810  882113.00 1959249.00
X1026910  877213.00 1955349.00
X1027010  878013.00 1946749.00
X1034010  869013.00 1942549.00
X1034020  869013.00 1943749.00
X1035410  860513.00 1940249.00
X1044010  873813.00 1933049.00
X1044020  878213.00 1929149.00
X1045310  870113.00 1928249.00
X1045810  876113.00 1938149.00
X1045820  875713.00 1938149.00
X1045830  875213.00 1937949.00
X1130010  894613.00 1905249.00
X1216320  922113.00 1912549.00
X1225010  914913.00 1920749.00
X1310010  885913.00 1887849.00
X1335010  885313.00 1885449.00
X1424010  914213.00 1898349.00
X1515010  873113.00 1891049.00
X2002020  937913.00 1930449.00
X2002030  942713.00 1917949.00
X2006010  943013.00 1924749.00
X2015210  938513.00 1921349.00
X2032010  938813.00 1898549.00
X2035210  939113.00 1898749.00
X2114010  934313.00 1897149.00
X2202010  937813.00 1884349.00
X2202020  935513.00 1893349.00
X2305010  936713.00 1870649.00
X2315010  925613.00 1873849.00
X2405010  948613.00 1874949.00
X2414010  941013.00 1871549.00
X2414020  938613.00 1866449.00
X2414030  945313.00 1871849.00
X2414040  938713.00 1869149.00
X2424010  936313.00 1861049.00
X2602010  906213.00 1866849.00
X2812010  881413.00 1864949.00
X3000010  873713.00 1862249.00
X3005010  872213.00 1859549.00
X3200010  854913.00 1856749.00
X3210201  840713.00 1862249.00
X3434010  853513.00 1877149.00
X3454010  846113.00 1879849.00
X3484010  830713.00 1876949.00
X3484020  827313.00 1876949.00
Y0004010  573913.00 1717349.00
Y0015210  579113.00 1709849.00
Y0015220  574013.00 1715649.00
Y0025010  569013.00 1721249.00
Y0045010  559513.00 1721649.00
Y0105210  663513.00 1718249.00
Y0115410  653513.00 1724849.00
Y0204010  605513.00 1711449.00
Y0224010  618213.00 1712049.00
Y0224011  621413.00 1714549.00
Y0224030  619213.00 1712149.00
Y0234010  621913.00 1715349.00
Y0244020  626813.00 1718849.00
Y0244030  627013.00 1719049.00
Y0244038  627613.00 1718849.00
Y0244039  627613.00 1718849.00
Y0244040  627613.00 1718849.00
Y0245210  627413.00 1718249.00
Y0254040  632513.00 1721449.00
Y0254050  632513.00 1721449.00
Y0255010  628913.00 1721449.00
Y0255020  629813.00 1721249.00
Y0264010  633813.00 1721349.00
Y0274010  640913.00 1724049.00
Y0284050  652613.00 1731349.00
Y0284060  653413.00 1731549.00
Y0325010  632613.00 1732849.00
Y0334010  646813.00 1738649.00
Y0404010  576913.00 1726249.00
Y0424010  598313.00 1729149.00
Y0434010  602113.00 1731249.00
Y0436410  605013.00 1724549.00
Y0436420  602713.00 1731449.00
Y0444010  612313.00 1737949.00
Y0446010  603913.00 1738049.00
Y0455010  614313.00 1733949.00
Y0455020  614313.00 1733949.00
Y0464020  617313.00 1739249.00
Y0464030  619213.00 1739749.00
Y0464040  617313.00 1739249.00
Y0464050  619213.00 1739749.00
Y0466010  620913.00 1735549.00
Y0474030  645713.00 1744649.00
Y0474040  646113.00 1744749.00
Y0475010  644113.00 1744149.00
Y0475610  645313.00 1743849.00
Y0475620  644513.00 1743449.00
Y0604010  609213.00 1761749.00
Y0615020  611813.00 1755949.00
Y0624020  613213.00 1755449.00
Y0625220  615313.00 1750249.00
Y0626410  612913.00 1750149.00
Y0634030  623413.00 1751049.00
Y0634031  623413.00 1751049.00
Y0655010  633413.00 1756449.00
Y0657610  631813.00 1766549.00
Y0664040  632213.00 1752849.00
Y0674020  644113.00 1752249.00
Y0674050  646313.00 1752349.00
Y0674060  653313.00 1751349.00
Y0824010  640613.00 1781849.00
Y0824020  647413.00 1783549.00
Y0825410  639813.00 1782749.00
Y1002010  583913.00 1745249.00
Y1002020  579813.00 1748149.00
Y1002030  589213.00 1752149.00
Y1012010  582613.00 1738049.00
Y1025010  579313.00 1747849.00
Y1105010  590913.00 1756849.00
Y1112010  588413.00 1761549.00
Y1112020  587613.00 1763849.00
Y1135010  597613.00 1770949.00
Y1141150  593913.00 1776349.00
Y1152010  590213.00 1783749.00
Y1205010  590913.00 1787749.00
Y1225010  605113.00 1784149.00
Y1225020  598313.00 1789649.00
Y1232010  601913.00 1801249.00
Y1232020  601913.00 1800949.00
Y1314010  579513.00 1808649.00
Y1325010  580013.00 1808249.00
Y1345010  585113.00 1809249.00
Y1355210  590913.00 1808249.00
Y1355410  595613.00 1822749.00
Y1364010  603013.00 1803949.00
Y1364020  594013.00 1805949.00
Y1405010  605713.00 1804449.00
Y1415010  603513.00 1814649.00
Y1415020  607713.00 1803349.00
Y1416210  608213.00 1805649.00
Y1416220  609713.00 1813449.00
Y1422010  623613.00 1802149.00
Y1422020  616613.00 1799749.00
Y1435410  623813.00 1806849.00
Y1435420  615213.00 1813949.00
Y1445010  628913.00 1810649.00
Y1445020  621413.00 1816449.00
Y1452010  642213.00 1804349.00
Y1514010  611213.00 1775549.00
Y1524010  618813.00 1781749.00
Y1564010  636113.00 1797649.00
Y1602010  647913.00 1803749.00
Y1605010  636813.00 1816049.00
Y1605020  624013.00 1822149.00
Y1605030  625413.00 1819049.00
Y1605050  645913.00 1809249.00
Y1605410  632813.00 1818049.00
Y1612010  650513.00 1804949.00
Y1612020  650713.00 1804949.00
Y1612040  658613.00 1803949.00
Y1613010  650813.00 1805049.00
Y2002010  705113.00 1898449.00
Y2002020  707213.00 1893949.00
Y2002030  705513.00 1898349.00
Y2015010  706113.00 1889649.00
Y2015020  701913.00 1887649.00
Y2022010  708513.00 1885449.00
Y2035010  708713.00 1883049.00
Y2035020  692813.00 1878049.00
Y2102010  712413.00 1880349.00
Y2132010  707013.00 1868249.00
Y2132020  703413.00 1861349.00
Y2142010  696613.00 1850349.00
